# smile

val_loss
1, 0.42863996496254747
2, 0.37712120434099977
3, 0.36370589855042373
4, 0.3712410121648149
5, 0.35744673132219096
6, 0.35754078144038265
7, 0.35740474095060065
8, 0.3704192574051293
9, 0.356826739131727
10, 0.3645627363161607
11, 0.3708949640223926
12, 0.3691427315669981
13, 0.37148583032698795
14, 0.3569720496254211
15, 0.40096512610431423
16, 0.388961527581242
17, 0.3709517476487566
18, 0.3834998412904414
19, 0.36748669254170224


val_acc
1, 0.8149857954545454
2, 0.8583096590909091
3, 0.859375
4, 0.8487215909090909
5, 0.8540482954545454
6, 0.8618607954545454
7, 0.8767755681818182
8, 0.8703835227272727
9, 0.8817471590909091
10, 0.8650568181818182
11, 0.8781960227272727
12, 0.8781960227272727
13, 0.8753551136363636
14, 0.8742897727272727
15, 0.8575994318181818
16, 0.8675426136363636
17, 0.87109375
18, 0.8781960227272727
19, 0.8721590909090909


loss
1, 0.55295280425281
2, 0.20747580723773526
3, 0.1353480787657049
4, 0.09941257060822194
5, 0.07394867150061525
6, 0.059919891720567504
7, 0.05003350315221886
8, 0.04963411984288494
9, 0.03848846713004144
10, 0.03603942112701103
11, 0.03375726850991062
12, 0.03094497789933898
13, 0.028237900307390654
14, 0.027413585524341734
15, 0.026992633239115556
16, 0.0255293616123436
17, 0.02313696923136048
18, 0.023098419677395312
19, 0.022111323461520057


acc
1, 0.7567276641550054
2, 0.9185504126300682
3, 0.9619662719770362
4, 0.9815083393763597
5, 0.9921062073914604
6, 0.995335486185863
7, 0.9992823824901328
8, 0.9974619289556217
9, 1.0
10, 1.0
11, 1.0
12, 1.0
13, 1.0
14, 1.0
15, 1.0
16, 0.9996411912450663
17, 1.0
18, 1.0
19, 1.0


# gender

val_loss
1, 0.5404550070789728
2, 0.4654403019019149
3, 0.4043967816978693
4, 0.4385887353935025
5, 0.4325496012514288
6, 0.3910711361095309
7, 0.3920692491599105
8, 0.44156326014887204
9, 0.39859506801109423
10, 0.4194963157854297
11, 0.3997387301854112
12, 0.423103390769525
13, 0.4464175926352089
14, 0.47409747456285084
15, 0.4715492920950055
16, 0.4381929618221792
17, 0.466578657315536
18, 0.44102497678250074
19, 0.44048716009340505


val_acc
1, 0.7826704545454546
2, 0.8071732954545454
3, 0.8416193181818182
4, 0.8323863636363636
5, 0.8359375
6, 0.8565340909090909
7, 0.8586647727272727
8, 0.83984375
9, 0.8483664772727273
10, 0.8519176136363636
11, 0.8625710227272727
12, 0.8558238636363636
13, 0.8508522727272727
14, 0.8448153409090909
15, 0.8526278409090909
16, 0.8515625
17, 0.8508522727272727
18, 0.8565340909090909
19, 0.8604403409090909


loss
1, 0.5033630191167708
2, 0.21103440166845688
3, 0.11943029930964139
4, 0.07609854643371569
5, 0.059960546130384644
6, 0.0489042466997587
7, 0.04589485912007331
8, 0.035144327481245546
9, 0.0321192629093984
10, 0.03097358292786075
11, 0.028058762909294772
12, 0.02461329577032879
13, 0.023809059279438497
14, 0.022444100703631075
15, 0.023142181758304882
16, 0.021316260701245225
17, 0.02203787224862496
18, 0.01975634796087101
19, 0.01868083433398708


acc
1, 0.7804090419806243
2, 0.9228561177106583
3, 0.9691424470757086
4, 0.990572878897752
5, 0.9956942949407965
6, 0.9974883387154646
7, 0.9985647649802655
8, 0.9996374184191443
9, 0.9996411912450663
10, 1.0
11, 1.0
12, 1.0
13, 1.0
14, 1.0
15, 1.0
16, 1.0
17, 1.0
18, 1.0
19, 1.0
